name,releasedate,language,price,authors,contributors,narrators,audible_length_m,audible_rating,ratings_count
La chambre des pirates,2022-02-09,french,149.0,Valérie Cros,,Chloé Cardinaud,3,0.0,0
Tapator le dinosaure,2022-02-09,french,149.0,Lessoeurs Branchë,,Natacha Fabry,5,0.0,0
Une pomme pour deux,2022-02-10,french,149.0,Véronique Massenot,,Martial Le Minoux,2,0.0,0
Roméo et Biquette,2022-02-09,french,149.0,Fabienne Teyssèdre,,Olivier Clément,6,0.0,0
Bienvenue chez Vampirette,2022-02-10,french,263.0,Ségolène Valente,,Stéphanie Hédin,18,0.0,0
"Toc, toc ! Qui est là ?",2022-02-09,french,149.0,Lessoeurs Branchë,,Olivier Clément,3,0.0,0
Un poisson nommé Marina,2022-02-09,french,149.0,Mathilde Lossel,,Natacha Fabry,6,0.0,0
Du lait pour mon chat,2022-02-10,french,149.0,Pascale Chenel,,Vanessa Parachou,3,0.0,0
Le grand voyage de Nils Holgersson,2022-02-10,french,187.0,Catherinede Lasa,,Patrice Baudrier,8,0.0,0
Qui veut jouer avec Renard ?,2022-02-09,french,149.0,Lessoeurs Branchë,,Jean- Paul Bibé,3,0.0,0
Le petit roi Moi Moi Moi !,2022-02-10,french,149.0,Jean Leroy,,Martial Le Minoux,2,0.0,0
Pas de lunettes sur ma tête !,2022-02-09,french,149.0,Myriam Doinet,,Anne Lehmann,6,0.0,0
Penny Berry y la batalla de Cairngorms,2022-02-09,spanish,307.0,Lluis Prats,,Arantxade Sarabia,422,0.0,0
Marvel - Tillbaka till urtiden,2022-02-08,swedish,32.0,Marvel,,Benjamin Hagberg,7,0.0,0
Thor - Begynnelsen - Fin Fang Fooms uppgång och fall!,2022-02-08,swedish,32.0,"Marvel, Camilla Dunér",,Benjamin Hagberg,14,0.0,0
Black Panther - Kampen om Wakanda,2022-02-08,swedish,65.0,"Marvel, Cato Vandrare",,Benjamin Hagberg,61,0.0,0
Ali Baba and the Forty Thieves,2022-02-08,english,116.0,B K F K Studio,,Grant Swanby,16,0.0,0
La fée Fifolette a cassé sa baguette,2022-02-09,french,149.0,Mimi Zagarriga,,Vanessa Parachou,4,0.0,0
Le gros chagrin d'Edgar,2022-02-09,french,187.0,Xavier Gorce,,Patrice Baudrier,6,0.0,0
Qui a volé le diamant de Big Jack ?,2022-02-09,french,187.0,Olivier Dupin,,Guy Chapellier,7,0.0,0
La fée Fifolette déclenche des tempêtes,2022-02-09,french,149.0,Mimi Zagarriga,,Vanessa Parachou,3,0.0,0
Le petit chevalier courageux,2022-02-09,french,187.0,Claude Prothée,,Patrice Baudrier,6,0.0,0
La banda della zuppa di piselli,2022-02-10,italian,305.0,Rieke Patwardhan,,Marco Quaglia,168,0.0,0
Princesse Sarah,2022-02-08,french,225.0,Frances Burnett,,Emmanuelle Lemée,91,0.0,0
Le voleur d'Edith,2022-02-08,french,225.0,Frances Burnett,,Emmanuelle Lemée,36,0.0,0
Veinte mil leguas de viaje submarino,2022-02-04,spanish,959.0,Julio Verne,,Carlos Cuevas,931,0.0,0
Historias de miedo,2022-02-08,spanish,76.0,Mattel,RaquelLuqueBenítez-traductor,Germán Gijón,10,0.0,0
Misterio en las vías,2022-02-08,spanish,115.0,Mattel,RaquelLuqueBenítez-traductor,Germán Gijón,20,0.0,0
Sofabanditen oder Die verrückte Befreiung der Hühner,2022-02-08,german,367.0,Judith Kleinschmidt,,Constanze Weinig,144,0.0,0
En el infierno,2022-02-07,spanish,192.0,"Vegetta777, Willyrex",,Álexde Porrata,225,0.0,0
PJ Masks: Carrera en la Montaña Misteriosa,2022-02-03,spanish,38.0,e One,NicolásOluchaSánchez-traductor,Kevin Calderón,12,0.0,0
DC Jones and Adventure Command International 2,2022-02-09,english,469.0,Jim Beard,,Johnny Heller,310,0.0,0
Robatori a la platja,2022-02-02,catalan,115.0,Mattel,MartaCisaMuñoz-traductor,Miriam Monlleo,27,0.0,0
Barbie - Dreamtopia,2022-01-31,catalan,38.0,Mattel,MartaCisaMuñoz-traductor,Miriam Monlleo,21,0.0,0
Barbie - Els superpoders de princesa,2022-02-02,catalan,115.0,Mattel,MartaCisaMuñoz-traductor,Miriam Monlleo,25,0.0,0
Barbie - Pop per a princeses,2022-02-02,catalan,115.0,Mattel,MartaCisaMuñoz-traductor,Miriam Monlleo,32,0.0,0
Limamerirosvojen jäljillä,2022-01-27,finnish,166.0,Veera Vähämaa,,Ari- Matti Hedman,134,0.0,0
Barbie - Buscant les gossetes,2022-02-02,catalan,115.0,Mattel,MartaCisaMuñoz-traductor,Miriam Monlleo,34,0.0,0
Barbie - La porta secreta,2022-02-02,catalan,76.0,Mattel,MartaCisaMuñoz-traductor,Miriam Monlleo,11,0.0,0
Die Hamsterdam-Verschwörung,2022-02-01,german,166.0,Ralph Bennewitz,,Larsder Vorleser,475,0.0,0
Els Barrufets - Històries dels barrufets,2022-02-07,catalan,192.0,Peyo,DanielCortésCoronas-traductor,Jordi Coromina,149,0.0,0
La maison qui ne dormait jamais,2022-02-03,french,452.0,Olivier Cohen,,Pauline Deshons,33,0.0,0
Els Barrufets - Històries de 3 minuts,2022-02-07,catalan,38.0,Peyo,DanielCortésCoronas-traductor,Jordi Coromina,36,0.0,0
Wolvenhart,2022-02-03,dutch,233.0,Ina De Man,,Laetitia Vandueren,365,0.0,0
Circus Maximus Rivals on the Track,2022-02-03,english,645.0,Annelise Gray,,Bronwen Price,447,0.0,0
PJ Masks - Cursa cap a la Muntanya Misteriosa,2022-02-07,catalan,38.0,e One,AnaC.AlcainaPerez-traductor,Roger Serradell,10,0.0,0
Super Pigiamini - Pronti all'azione!,2022-02-03,italian,36.0,"e One, Raffaella Casati",,Stefan Popa,11,0.0,0
PJ Masks - En Gatnoi i el gran rescat del pastís d’aniversari,2022-02-07,catalan,38.0,e One,AnaC.AlcainaPerez-traductor,Roger Serradell,6,0.0,0
Anatole Latuile fait son cinéma,2022-02-03,french,265.0,"Anne Didier, Olivier Muller",,Gabriel Ledoz,17,0.0,0
The Midnight Thief,2022-02-01,english,653.0,Sylvia Bishop,,Annabelle Indge,247,0.0,0
Suche nach der verborgenen Quelle,2022-02-09,german,367.0,Chen Jiatong,UlrikeKöbele-Übersetzer,Michael- Che Koch,405,0.0,0
El misterio del coleccionista de tazos,2022-02-04,spanish,38.0,Luisa Villar Liébana,,Estela Benita,25,0.0,0
Los Pitufos - Historias de Pitufos,2022-02-07,spanish,192.0,Peyo,RaquelLuqueBenitez-traductor,Juan Carlos Albarracín,145,0.0,0
Dando la nota,2022-02-01,spanish,192.0,Jordi Sierrai Fabra,,Fernando Cea,162,0.0,0
Los Pitufos - Historias de 3 minutos,2022-02-07,spanish,38.0,Peyo,RaquelLuqueBenitez-traductor,Juan Carlos Albarracín,34,0.0,0
"Vacaciones, no gracias",2022-02-01,spanish,192.0,Jordi Sierrai Fabra,,Aneta Fernández,169,0.0,0
A Baker's Guide to Robber Pie,2022-02-08,english,820.0,Caitlin Sangster,,Sandy Rustin,536,0.0,0
The Counterclockwise Heart,2022-02-01,english,515.0,Brian Farrey,,Kirby Heyborne,508,0.0,0
Knight Sir Louis and the Dragon of Doooooom!,2022-02-03,english,227.0,The Brothers Mc Leod,,Myles Mc Leod,178,0.0,0
Ferien auf Saltkrokan - Pelle findet einen Wunschstein,2022-02-08,german,233.0,Astrid Lindgren,ThyraDohrenburg-Übersetzer,Ursula Illert,22,0.0,0
Bob el Constructor - Perros y gatos,2022-02-01,spanish,38.0,"Mattel, Nicolás Olucha Sánchez",,Roger Berrío Reyes,7,0.0,0
The Secret of Haven Point,2022-02-03,english,410.0,Lisette Auton,,Lisette Auton,496,0.0,0
The Mouse Watch in Space,2022-02-01,english,351.0,J. J. Gilbert,,Mac Leod Andrews,266,0.0,0
Freewater,2022-02-01,english,500.0,Amina Luqman- Dawson,,"Cary Hite, Sisi Aisha Johnson",581,0.0,0
The Book of Stolen Time,2022-02-15,english,820.0,Dashka Slater,,Kevin R. Free,578,0.0,0
The Experiment,2022-02-01,english,445.0,Katherine Applegate,,Adam Verner,153,0.0,0
The Exposed,2022-02-01,english,445.0,Katherine Applegate,,Emily Ellet,176,0.0,0
Big Sky Mountain: The Forest Wolves,2022-02-03,english,569.0,Alex Milway,,Penelope Rawlines,112,0.0,0
The Golem's Eye,2007-06-01,english,683.0,Jonathan Stroud,,Steven Pacey,576,5.0,7
The Count of Monte Cristo,2011-04-08,hebrew,333.0,Alexandre Dumas,BinaOfek-translator,Jonathan Kis- Lev,164,0.0,0
Howl of the Wind Dragon,2021-11-02,english,258.0,Tracey West,,Emily Ellet,47,5.0,1
Pony,2021-09-28,english,615.0,R. J. Palacio,,"Ian M. Hawkins, R. J. Palacio",433,4.0,1
World Champions!,2021-08-05,english,410.0,James Patterson,,Andrea Emmes,277,0.0,0
Minecraft: Mob Squad,2021-09-28,english,1005.0,Delilah S. Dawson,,"Jessica Almasy, Keylor Leigh, Barrett Leddy,",539,0.0,0
The Threat,2021-11-02,english,445.0,Katherine Applegate,,Mac Leod Andrews,172,0.0,0
The Tiger's Nest,2021-08-24,english,703.0,Trudi Trueit,,Ramon De Ocampo,377,0.0,0
The Beekeeper Mystery,2021-10-01,english,234.0,Gertrude Chandler Warner,,Aimee Lilly,103,0.0,0
The Shattered Castle,2021-10-19,english,445.0,Jennifer A. Nielsen,,Charlie Mc Wade,594,0.0,0
Peanut Jones and the Illustrated City: from the creator of Draw with Rob,2021-09-02,english,323.0,Rob Biddulph,,Claire Skinner,341,0.0,0
Sparrow Rising,2021-08-03,english,586.0,Jessica Khoury,,"Michael Gallagher, Emily Eiden",491,5.0,1
Shadowghast,2021-10-14,english,569.0,Thomas Taylor,,Mathew Horne,396,0.0,0
The Beatryce Prophecy,2021-09-28,english,1005.0,Kate Di Camillo,,Finty Williams,259,4.0,1
Brother Wulf,2021-08-19,english,615.0,Joseph Delaney,,Thomas Judd,377,0.0,0
Rise of the World Eater,2021-09-30,english,615.0,Jamie Littler,,Joshua Mc Guire,592,0.0,0
The Unadoptables,2020-07-23,english,615.0,Hana Tooke,,Gemma Whelan,567,5.0,1
Barbie - Equip d'espies,2022-01-31,catalan,38.0,Mattel,MartaCisaMuñoz-traductor,Miriam Monlleo,19,0.0,0
The Mapmakers,2022-02-17,english,410.0,Tamzin Merchant,,Tamzin Merchant,492,0.0,0
The Professor and the Puzzle,2017-09-01,english,305.0,Carolyn Keene,,Jorjeana Marie,221,5.0,7
The Paper Dolls,2013-10-22,english,323.0,"Julia Donaldson, Rebecca Cobb",,Lauren Laverne,11,0.0,0
"The 39 Clues, Book 5",2009-08-11,english,468.0,Patrick Carman,,David Pittu,240,5.0,8
Scorpia,2020-01-30,english,645.0,Anthony Horowitz,,Oliver Chris,506,4.5,2
A Con Artist in Paris,2017-09-05,english,305.0,Franklin W. Dixon,,Tim Gregory,180,4.5,4
Tunnel of Bones,2019-09-03,english,492.0,Victoria Schwab,,Reba Buhr,305,4.5,8
The 13-Storey Treehouse,2017-05-10,english,323.0,Andy Griffiths,,Stig Wemyss,96,5.0,1
"The 39 Clues, Book 9",2010-05-24,english,469.0,Linda Sue Park,,David Pittu,285,5.0,7
Kid Normal and the Rogue Heroes,2018-12-06,english,569.0,"Chris Smith, Greg James",,"Chris Smith, Greg James",378,5.0,5
Shine of the Silver Dragon,2020-07-07,english,164.0,Tracey West,,Emily Ellet,46,0.0,0
Treasure of the Gold Dragon,2020-08-04,english,164.0,Tracey West,,Emily Ellet,45,4.0,1
The Jungle Book,2008-09-02,english,501.0,Rudyard Kipling,,Great American Audio Studio Talent,211,0.0,0
"The 1,000-Year-Old Boy",2018-01-11,english,322.0,Ross Welford,,"Chris Coxon, Luke Johnson",444,4.5,11
Strangers on a Train,2014-12-28,english,305.0,Carolyn Keene,,Jorjeana Marie,199,4.5,17
Darkstalker,2016-07-01,english,656.0,Tui T. Sutherland,,Shannon Mc Manus,590,5.0,11
Peter Rabbit 2,2020-01-23,english,615.0,Puffin,,Emilia Fox,208,0.0,0
Dinosaurs Before Dark,2006-08-22,english,301.0,Mary Pope Osborne,,Mary Pope Osborne,41,5.0,1
The Outcast,2009-02-20,english,468.0,Kathryn Lasky,,Pamela Garelick,291,0.0,0
Wave of the Sea Dragon,2021-07-20,english,164.0,Tracey West,,Emily Ellet,47,0.0,0
Escape from Aurora,2020-10-01,english,615.0,Jamie Littler,,Joshua Mc Guire,537,0.0,0
The Monkey King,2020-03-06,english,284.0,Shobha Viswanath,,Saeed Jaffrey,27,5.0,4
Getting Granny’s Glasses,2019-11-29,english,200.0,Ruskin Bond,,Ruskin Bond,19,4.0,4
Where the Red Fern Grows,2003-10-24,english,1005.0,Wilson Rawls,,Anthony Heald,416,4.5,7
"The 39 Clues, Book 10",2010-09-23,english,469.0,Margaret Peterson Haddix,,David Pittu,428,5.0,7
Future of the Time Dragon,2021-03-02,english,164.0,Tracey West,,Emily Ellet,48,0.0,0
Field Trip Fiasco,2021-02-04,english,615.0,James Patterson,,Michael Crouch,225,0.0,0
"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, Part 2",2020-11-03,english,258.0,Dav Pilkey,,"Len Forgione, Ben D' Amico, I’ke Mitchell",83,4.0,1
The Carpet People,2021-04-22,english,615.0,Terry Pratchett,,David Tennant,302,5.0,1
Clash at Fatal Fields,2018-08-28,english,585.0,Devin Hunter,,Ramonde Ocampo,133,5.0,1
Deception on the Set,2016-05-23,english,305.0,Franklin W. Dixon,,Tim Gregory,161,5.0,4
The Tale of Tom Kitten,2018-03-08,english,93.0,Beatrix Potter,,Joan Walker,5,0.0,0
"20.000 Leguas de viaje submarino [20,000 Leagues Under the Sea]",2013-03-22,spanish,397.0,Julio Verne,,"Adolfo Duncan, Aldo Lumbía, Miguel Durán,",94,0.0,0
Dungeons & Detectives,2019-10-22,english,305.0,Franklin W. Dixon,,Tim Gregory,309,0.0,0
A Script for Danger,2015-09-22,english,305.0,Carolyn Keene,,Jorjeana Marie,176,4.5,5
The Battle of Bayport,2016-03-07,english,305.0,Franklin W. Dixon,,Tim Gregory,210,5.0,6
Capitaine,2022-01-12,french,225.0,Madamede Nanteuil,,Emmanuelle Lemée,482,0.0,0
Iron Man - Rymdfantomernas invasion!,2022-01-11,swedish,65.0,Marvel,,Benjamin Hagberg,63,0.0,0
City of Ghosts - Im Reich der vergessenen Geister,2022-01-10,german,501.0,Victoria Schwab,,Carolin- Therese Wolff,317,0.0,0
Ariana y Arcana,2022-01-11,spanish,76.0,Alejandro Khan,,Marta Almazán,56,0.0,0
La aventura de Amunet,2022-01-11,spanish,76.0,Alejandro Khan,,Marta Almazán,44,0.0,0
Amigos de verdad,2022-01-11,spanish,76.0,Alejandro Khan,,Marta Almazán,29,0.0,0
"Pan, nuestro hermano del bosque",2022-01-11,spanish,76.0,Alejandro Khan,,Marta Almazán,51,0.0,0
PJ Masks - Vet aquí els Mini Llops!,2022-01-07,catalan,38.0,"e One, Ana C. Alcaina Perez",,Roger Serradell,11,0.0,0
Ufo in Seenot,2022-01-12,german,233.0,Ulf Blanck,,Oliver Rohrbeck,109,0.0,0
The Chromatics Camp at The Musical Mountain,2022-01-03,english,469.0,Julie Kirchhubel,,Daniel Smerdon,165,0.0,0
Attack of the Shadow-Crafters,2021-12-28,english,703.0,Mark Cheverton,,Nick Walther,389,0.0,0
Не буду просить прощения,2021-12-30,russian,99.0,СофьяЛеонидовнаПрокофьева,,ЛюбовьПоволоцкая,45,0.0,0
Ritter Klapperschwert und die große Freundschaft,2021-12-30,german,166.0,Hans- Peter Hain,,Hans- Peter Hain,41,0.0,0
H@Ck - Het instituut,2021-12-29,dutch,502.0,Mirjam Mous,,"Jipvanden Dool, Lidewij Mahler",593,0.0,0
Маленький лорд Фаунтлерой,2021-12-30,russian,99.0,ФренсисЭлизаБёрнетт,,ЛюбовьПоволоцкая,414,0.0,0
Głupi Funio,2021-12-22,polish,267.0,Jerzy A. Wlazło,,Gabriela Jaskuła,98,0.0,0
Un problema con alas,2022-01-03,spanish,384.0,"Pedro Mañas, David Sierra Listón",,Elena Silva,63,0.0,0
Die Meckerpause,2021-12-23,german,233.0,Annemarie Norden,,Cathrin Bürger,55,0.0,0
El Club de la Luna Llena,2022-01-03,spanish,384.0,"Pedro Mañas, David Sierra Listón",,Elena Silva,71,0.0,0
Spider-Man - En samling berättelser,2021-12-17,swedish,65.0,"Marvel, Camilla Dunér",,Benjamin Hagberg,60,0.0,0
Enigma en el puente del naranjo,2021-12-20,spanish,268.0,María Menéndez- Ponte,,Helena Ovalle,285,0.0,0
Penny Berry y la cripta de los olvidados,2021-12-20,spanish,307.0,Lluís Prats,,Arantxade Sarabia,392,0.0,0
Penny Berry y la pócima mágica,2021-12-20,spanish,307.0,Lluís Prats,,Arantxade Sarabia,461,0.0,0
La casa embrujada,2021-12-20,spanish,268.0,María Menéndez- Ponte,,Helena Ovalle,286,0.0,0
Lady och Lufsen,2021-12-15,swedish,166.0,"Disney, Ann- Sofi Joskitt",,Lisa Ahnlund,157,0.0,0
Тишина на задней парте!,2021-12-23,russian,200.0,"АлександрЦыпкин, АллаЛихачёва, АлександрЕгоров",,"ЕленаДельвер,ИгорьСергеев,МаксимСергеев,",185,0.0,0
James und die fischige Fracht / Hiro und die widerspenstigen Waggons,2021-12-14,german,65.0,Burkard Miltenberger,,Monty Arnold,10,0.0,0
Avengers - God Jul!,2021-12-20,swedish,32.0,"Marvel, Maria Nilsson",,John Lalér,6,0.0,0
En busca del señor T,2021-12-15,spanish,153.0,Beatriz Berrocal,,Carlos Quintero,199,0.0,0
Avengers - TRE spektakulära äventyr!,2021-12-21,swedish,166.0,"Marvel, Hanna Graf, Ida Johansson",,Benjamin Hagberg,155,0.0,0
Captain America och morgondagens armé!,2021-12-21,swedish,65.0,Marvel,,Benjamin Hagberg,64,0.0,0
Superhjältarna,2021-12-21,swedish,166.0,"Disney, Ida Johansson",,Benjamin Hagberg,147,0.0,0
Лесные истории,2021-12-22,russian,99.0,ЭдуардШим,,МаксимСергеев,50,0.0,0
Spider-Man - Kortslutning,2021-12-21,swedish,32.0,Marvel,,Sebastian Karlsson,5,0.0,0
Перчатки Ариадны,2021-12-23,russian,200.0,АннаЛетягина,,ЕленаДельвер,244,0.0,0
The Far-Finding Ring,2021-12-21,english,469.0,A. M. Luzzader,,Jennifer Jill Araya,268,0.0,0
When the War Came Home,2022-01-06,english,493.0,Lesley Parr,,Maya Grant,320,0.0,0
Modig - Meridas önskan,2021-12-08,swedish,65.0,"Disney, Oskar Blomberg",,Malin Lybeck,69,0.0,0
Il viaggio leggendario di Erick e Dominick,2021-12-14,italian,267.0,Dinsiem E,,Dinsiem E,179,0.0,0
Doctor Strange - Vejen til viden,2021-12-09,danish,32.0,"Marvel, Brian Iskov",,Mathias Klenske,6,0.0,0
Pyjamasheltene - Kattedreng og den store fødselsdagskageredning,2021-12-09,danish,32.0,"e One, Tine S. Norbøll",,Mathias Klenske,7,0.0,0
Pyjamasheltene redder dagen!,2021-12-09,danish,99.0,"e One, Tine S. Norbøll",,Mathias Klenske,34,0.0,0
The Great Zombie Invasion,2021-12-14,english,703.0,Mark Cheverton,,Nick Walther,350,0.0,0
The Buried Crown,2022-01-01,english,733.0,Ally Sherrick,,Charlotte Strevens,443,0.0,0
The Wishing Star & The North Pole Picnic,2022-01-01,english,573.0,Emma Beswetherick,,Hayley Wareham,118,0.0,0
Cora y los Corales,2021-12-02,spanish,65.0,Dagmarde Mendieta,,Mercè Montalà,14,0.0,0
Fortidens skygger,2021-12-03,danish,434.0,Kenneth Bøgh Andersen,,Kenneth Bøgh Andersen,188,0.0,0
Racconti dall'India,2021-11-30,italian,228.0,Marina Iuele,,Marina Iuele,142,0.0,0
Piratbarn har ikke længere brug for sin sut,2022-01-13,danish,32.0,Annette Herzog,,Martin Johs. Møller,7,0.0,0
Alpaca My Bags,2021-12-07,english,703.0,Jenny Goebel,,Suzy Jackson,385,0.0,0
L'île du mage,2021-12-22,french,263.0,Rémi Faure,,Louane,284,0.0,0
Speedy,2022-01-01,english,531.0,Colin Thiele,,Anna Steen,101,0.0,0
The Santa List,2021-12-01,english,600.0,Kieran Crowley,,John Cormack,182,0.0,0
Paradise Pirates retten Captain Scratch,2022-01-12,german,300.0,Jay Spencer,,Stefan Kaminski,126,0.0,0
Loca por Hugo,2021-11-25,spanish,384.0,Federico Moccia,RobSimeoni-traductor,Laura Monedero,137,0.0,0
Ninja Niller - Blodets Bånd: Del 4,2021-11-23,danish,32.0,Rune Fleischer,,Iben Haaest,4,0.0,0
Marvel - Den stora sagosamlingen,2021-11-25,swedish,99.0,"Marvel, Petter Mattsson",,Sebastian Karlsson,101,0.0,0
Bilar 3,2021-11-25,swedish,166.0,"Disney, Nils Wadström",,Benjamin Hagberg,186,0.0,0
Falcon - Fäkta eller flyga,2021-11-25,swedish,65.0,Marvel,,Sebastian Karlsson,49,0.0,0
Barbie - Aventura en el espacio,2021-11-29,spanish,38.0,"Mattel, Nicolás Olucha Sánchez",,Beatriz Olcina,12,0.0,0
El misterio de la virgulina inmortal,2021-11-23,spanish,384.0,"Roberto Santiago, Ángela Armero",,Irene Miras Guillén,366,0.0,0
Ein Mädchen namens Owl,2021-11-18,german,535.0,Amy Wilson,,Marionvon Stengel,433,0.0,0
Antigua de Fortune of the High Seas,2021-11-17,english,968.0,"Oli Hyatt, Anna Rainbow",,Kate Malyon,440,0.0,0
The Smidgens,2021-11-17,english,854.0,David O' Connell,,Charlotte Strevens,205,0.0,0
Revolució a la botiga d'animals,2021-11-18,catalan,384.0,Ana Juan,LaraEstany-traductor,Carme Ambrós,9,0.0,0
Te regalo el mundo,2021-11-18,spanish,384.0,Stacey Mc Cleary,CarmenSaldaña-ilustrador,Mireia Maymíi Josa,3,0.0,0
Et regalo el món,2021-11-18,catalan,384.0,Stacey Mc Cleary,CarmenSaldaña-ilustrador,Mireia Maymíi Josa,3,0.0,0
Revolución en la tienda de animales,2021-11-18,spanish,384.0,Ana Juan,,Carme Ambrós,9,0.0,0
Ribblestrop Forever!,2022-01-04,english,569.0,Andy Mulligan,,Tom Hollander,571,0.0,0
"Это грузовик, а это прицеп",2021-11-17,russian,65.0,АнастасияОрлова,,АнатолийБелый,49,0.0,0
Страна Хороших Девочек,2021-11-16,russian,99.0,АннаСтаробинец,,ЮлияЯблонская,93,0.0,0
Записки институтки,2021-11-22,russian,99.0,ЛидияЧарская,,НатальяРычкова,300,0.0,0
Синичкин календарь,2021-11-17,russian,132.0,ВиталийБианки,,МаринаТитова,46,0.0,0
Новые правила поведения для воспитанных детей,2021-11-16,russian,166.0,"ГалинаПетровнаШалаева, О.М.Журавлева",,ЛюбовьПоволоцкая,77,0.0,0
Поллианна,2021-11-18,russian,166.0,ЭлионорПортер,,ГригорийЕлисеев,133,0.0,0
Психология окружающего мира. Дуня и кот Кисель на конюшне,2021-11-17,russian,233.0,"ЛарисаСуркова, ОльгаТолкачева",,КсенияБржезовская,77,0.0,0
Тринадцатый подвиг Геракла. Рассказы о Чике (Сборник),2021-11-16,russian,468.0,ФазильИскандер,,ИгорьКнязев,697,0.0,0
Единорог для круглой принцессы,2021-11-17,russian,166.0,КоллективАвторов,,МаринаТитова,150,0.0,0
Четыре желания,2021-11-17,russian,132.0,КонстантинУшинский,,ЮрийЛазарев,46,0.0,0
Нектар для души. Вдохновляющие истории для детей 7-10 лет,2021-11-16,russian,166.0,"МаринаВладимова, ФаридаКривушенкова",,"СеменМендельсон,ЕленаДельвер",272,0.0,0
"Ага, попался!",2021-11-18,russian,99.0,"КатяМатюшкина, КатяОковитая",,"СеменМендельсон,ЕленаХрусталева",141,0.0,0
Васюткино озеро. Рассказы для детей,2021-11-16,russian,200.0,ВикторАстафьев,,КонстантинКорольков,440,0.0,0
